timestamp,frame_index,track,landmark_index,x,y,z,visibility
2025-12-04T06:36:38.444211,1,pose,0,0.43300142884254456,0.5412126183509827,-0.5094711780548096,0.9999979734420776
2025-12-04T06:36:38.444211,1,pose,1,0.46973171830177307,0.5942140221595764,-0.4610396921634674,0.999995231628418
2025-12-04T06:36:38.444211,1,pose,2,0.46923568844795227,0.6197582483291626,-0.46096593141555786,0.999995231628418
2025-12-04T06:36:38.444211,1,pose,3,0.46795859932899475,0.6433597207069397,-0.4604899287223816,0.9999936819076538
2025-12-04T06:36:38.444211,1,pose,4,0.4687012732028961,0.5058273673057556,-0.45823904871940613,0.9999945163726807
2025-12-04T06:36:38.444211,1,pose,5,0.4673973619937897,0.4773624539375305,-0.45797446370124817,0.9999945163726807
2025-12-04T06:36:38.444211,1,pose,6,0.4652414619922638,0.4547686278820038,-0.45818784832954407,0.9999936819076538
2025-12-04T06:36:38.444211,1,pose,7,0.44292643666267395,0.6844748854637146,-0.1798693835735321,0.9999959468841553
2025-12-04T06:36:38.444211,1,pose,8,0.44089725613594055,0.4176786541938782,-0.1620178520679474,0.9999964237213135
2025-12-04T06:36:38.444211,1,pose,9,0.3880403935909271,0.5941370725631714,-0.4031680226325989,0.9999966621398926
2025-12-04T06:36:38.444211,1,pose,10,0.3884032666683197,0.4941056966781616,-0.4005134701728821,0.9999967813491821
2025-12-04T06:36:38.444211,1,pose,11,0.26231929659843445,0.8272954225540161,-0.06424099951982498,0.999925971031189
2025-12-04T06:36:38.444211,1,pose,12,0.24438251554965973,0.20982655882835388,-0.038870569318532944,0.9997696280479431
2025-12-04T06:36:38.444211,1,pose,13,0.038195643573999405,1.0016531944274902,-0.48046430945396423,0.9053444862365723
2025-12-04T06:36:38.444211,1,pose,14,0.01528322696685791,0.04649120569229126,-0.42137691378593445,0.8671481013298035
2025-12-04T06:36:38.444211,1,pose,15,0.10746872425079346,0.893740177154541,-1.121987223625183,0.9950531125068665
2025-12-04T06:36:38.444211,1,pose,16,0.08364400267601013,0.1594887375831604,-1.126065969467163,0.9897414445877075
2025-12-04T06:36:38.444211,1,pose,17,0.1486658751964569,0.845193088054657,-1.2401460409164429,0.9904076457023621
2025-12-04T06:36:38.444211,1,pose,18,0.10539567470550537,0.22467106580734253,-1.251067876815796,0.9854540824890137
2025-12-04T06:36:38.444211,1,pose,19,0.1810358166694641,0.8328584432601929,-1.1785743236541748,0.9917985200881958
2025-12-04T06:36:38.444211,1,pose,20,0.16936281323432922,0.22870832681655884,-1.2021877765655518,0.987933874130249
2025-12-04T06:36:38.444211,1,pose,21,0.1651609241962433,0.8168405294418335,-1.1148934364318848,0.9892416596412659
2025-12-04T06:36:38.444211,1,pose,22,0.15018436312675476,0.24442791938781738,-1.1268068552017212,0.9849705696105957
2025-12-04T06:36:38.444211,1,pose,23,-0.1644614040851593,0.7698365449905396,-0.04375158250331879,0.007493053562939167
2025-12-04T06:36:38.444211,1,pose,24,-0.16120341420173645,0.3331835865974426,0.04867388308048248,0.007054126355797052
2025-12-04T06:36:38.444211,1,pose,25,-0.5019633769989014,0.747763991355896,-0.022054169327020645,0.0008221015450544655
2025-12-04T06:36:38.444211,1,pose,26,-0.4957052767276764,0.34888482093811035,0.06073233112692833,0.0004654148651752621
2025-12-04T06:36:38.444211,1,pose,27,-0.7993966341018677,0.736366868019104,0.45726850628852844,1.3565521612690645e-06
2025-12-04T06:36:38.444211,1,pose,28,-0.7930444478988647,0.3387117385864258,0.415271133184433,1.5906988437563996e-06
2025-12-04T06:36:38.444211,1,pose,29,-0.8504282236099243,0.7429788112640381,0.4784676730632782,9.749157925398322e-07
2025-12-04T06:36:38.444211,1,pose,30,-0.8427622318267822,0.32855814695358276,0.4390767514705658,1.520647401775932e-06
2025-12-04T06:36:38.444211,1,pose,31,-0.9080610275268555,0.6791990995407104,0.029962539672851562,6.7542582655732986e-06
2025-12-04T06:36:38.444211,1,pose,32,-0.9062791466712952,0.4049060344696045,-0.03469863906502724,1.6722588043194264e-05
2025-12-04T06:36:38.444211,1,right_hand,0,0.1341564953327179,0.9173848628997803,-7.080129194036999e-07,1.0
2025-12-04T06:36:38.444211,1,right_hand,1,0.14100226759910583,0.8200263977050781,-0.016990169882774353,1.0
2025-12-04T06:36:38.444211,1,right_hand,2,0.1781044751405716,0.7161312103271484,-0.031185537576675415,1.0
2025-12-04T06:36:38.444211,1,right_hand,3,0.20859169960021973,0.6482067704200745,-0.046654388308525085,1.0
2025-12-04T06:36:38.444211,1,right_hand,4,0.22574160993099213,0.6198431849479675,-0.06046748533844948,1.0
2025-12-04T06:36:38.444211,1,right_hand,5,0.26311469078063965,0.7667016386985779,-0.02444574609398842,1.0
2025-12-04T06:36:38.444211,1,right_hand,6,0.2882348597049713,0.6928614377975464,-0.059588707983493805,1.0
2025-12-04T06:36:38.444211,1,right_hand,7,0.24781069159507751,0.6448743939399719,-0.08061069995164871,1.0
2025-12-04T06:36:38.444211,1,right_hand,8,0.20737752318382263,0.6325850486755371,-0.09083710610866547,1.0
